Lendo Dados Arquivo... f10-4096.dat
Inicializando conjunto de operacoes...
4.00000000000000000000000000000000 0.15853540599346161000000000000000
Transpondo dados...
/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 256 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 100 	 MUTACAO   : 0.10
* NUM MAXIMO NOS   : 256 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 6 	 
* M: 4096 	 N: 3
* NUM_OPBIN: 4 	 NUM_OPUN: 4
* NUM_CTES: 1 	 SEED: 9
*------------------------------------------------------------------
(X2) | Numero de nos: 1 | Erro: 38166.1093750000000000000000000 |
(X1) | Numero de nos: 1 | Erro: 38166.0156250000000000000000000 |
(+(sqrt(X2))(cos(*(sqrt(exp(X2)))(/(0.88554382324218750000)(exp(-(-(X2)(sin(sin(exp(2.40748596191406250000)))))(exp(exp(+(X2)(cos(+(-(cos(exp(/(-(cos(3.33280944824218750000))(cos(cos(sqrt(X2)))))(-(X1)(X1)))))(exp(3.02415466308593750000)))(X1)))))))))))) | Numero de nos: 41 | Erro: inf |
(-(X1)(-(1.43814659118652343750)(cos(2.22450637817382812500)))) | Numero de nos: 6 | Erro: 68460.8359375000000000000000000 |
(cos(+(X1)(+(3.62093734741210937500)(/(sin(X1))(+(exp(2.71765899658203125000))(/(1.61256027221679687500)(sin(exp(cos(-(sin(sqrt(X2)))(sqrt(*(+(/(-(/(cos(X1))(sin(sqrt(2.55080413818359375000))))(exp(cos(X1))))(/(exp(-(/(/(0.34805679321289062500)(3.09700393676757812500))(+(0.89253425598144531250)(/(-(*(sqrt(*(sqrt(-(1.93591117858886718750)(exp(/(2.41432571411132812500)(/(sin(X1))(X1))))))(sqrt(1.47140884399414062500))))(sin(-(*(sqrt(exp(0.85005092620849609375)))(exp(exp(X1))))(*(cos(*(*(sin(3.18133544921875000000))(cos(sqrt(*(-(X2)(sqrt(cos(0.70753574371337890625))))(/(/(+(-(X1)(exp(X1)))(exp(-(X1)(X1))))(*(exp(3.53008651733398437500))(+(X1)(3.61222839355468750000))))(1.93143272399902343750))))))(cos(exp(X2)))))(/(exp(+(X2)(+(cos(X2))(X2))))(0.91519927978515625000))))))(sqrt(exp(cos(cos(*(cos(sqrt(sqrt(2.39643096923828125000))))(X1)))))))(+(sqrt(sin(exp(1.95074462890625000000))))(2.83147048950195312500)))))(*(-(exp(sqrt(X2)))(X1))(sin(X2)))))(/(exp(-(X1)(/(+(2.00109100341796875000)(0.85313510894775390625))(X2))))(cos(sin(sqrt(exp(*(sqrt(-(*(-(sin(sin(-(*(X1)(exp(*(exp(*(*(cos(/(X1)(X2)))(-(X2)(cos(/(*(sin(+(exp(-(-(-(-(*(1.94445228576660156250)(exp(-(-(X1)(-(sin(+(exp(*(sin(sin(+(+(*(/(exp(*(/(exp(exp(sin(cos(/(exp(-(X1)(/(/(X1)(*(sqrt(X2))(/(*(/(X2)(3.89018630981445312500))(X2))(X1))))(sqrt(exp(-(cos(cos(X1)))(X1)))))))(X2))))))(1.05703353881835937500))(X2)))(X2))(X2))(X1))(X2))))(X1)))(X1)))(X2)))(X1))))(X2))(X2))(X2))(X1)))(3.39175415039062500000)))(X1))(1.21072959899902343750)))))(X1)))(X2))))(X2))))(X2))(3.14566802978515625000))(1.08100700378417968750)))(2.92103576660156250000)))))))))(X1))(X1))))))))))))) | Numero de nos: 256 | Erro: inf |
(sqrt(0.90393257141113281250)) | Numero de nos: 2 | Erro: 2069.2968750000000000000000000 |
(X2) | Numero de nos: 1 | Erro: 38166.1093750000000000000000000 |
(exp(+(sqrt(*(/(cos(-(sin(/(exp(exp(/(exp(sin(sqrt(X2))))(+(cos(/(X1)(*(X2)(cos(/(sqrt(1.13840866088867187500))(sqrt(X2)))))))(+(+(sqrt(exp(*(-(/(3.46536254882812500000)(-(exp(X1))(1.57733917236328125000)))(+(exp(-(exp(sqrt(sqrt(cos(cos(-(*(3.46154785156250000000)(*(cos(*(sqrt(X1))(sqrt(sin(+(/(1.11350250244140625000)(exp(X1)))(X1))))))(X1)))(sqrt(2.89086914062500000000))))))))(/(X1)(3.75890731811523437500))))(*(*(-(0.66847515106201171875)(1.36952590942382812500))(sin(/(1.43122291564941406250)(0.30449724197387695312))))(-(sqrt(cos(+(-(*(/(exp(X2))(sin(cos(/(+(/(X2)(exp(+(+(/(X1)(X1))(-(*(exp(-(+(/(sqrt(exp(X2)))(sqrt(cos(+(2.50313568115234375000)(cos(1.04310226440429687500))))))(-(cos(sqrt(X2)))(cos(*(/(+(X2)(-(+(-(-(X1)(cos(/(sqrt(exp(X2)))(/(1.37110137939453125000)(sin(-(/(*(X2)(sin(2.23101425170898437500)))(cos(-(/(X1)(X1))(-(sqrt(1.56244277954101562500))(3.69975280761718750000)))))(exp(sin(-(cos(sqrt(/(exp(-(X2)(-(*(*(+(3.16226959228515625000)(exp(/(/(cos(/(/(X2)(1.14901161193847656250))(cos(X2))))(+(sqrt(0.21393680572509765625))(2.15944290161132812500)))(/(X1)(X1)))))(sqrt(sqrt(sin(-(sqrt(*(sqrt(+(X1)(sqrt(sqrt(-(cos(X1))(cos(-(X2)(/(*(X2)(X1))(sin(+(X1)(/(X1)(-(1.89361953735351562500)(/(*(/(X1)(exp(sqrt(2.70978927612304687500))))(X1))(*(X1)(/(-(3.81578445434570312500)(sin(2.27508926391601562500)))(2.73603439331054687500))))))))))))))))(2.43293762207031250000)))(2.15401077270507812500))))))(X2))(X2))))(X1))))(X2))))))))))(X2))(3.08749389648437500000))(X1)))(X2))(3.95211029052734375000)))))(X1)))(X1))(X1)))(X2))))(0.51621723175048828125))(X1)))))(1.80042457580566406250))(X2))(X1))))(X1)))))(X1))))(X1))(2.98564147949218750000))))))(X1)))(X2)))(X1))(X1)))(1.05762672424316406250))) | Numero de nos: 256 | Erro: inf |
(exp(1.52311325073242187500)) | Numero de nos: 2 | Erro: 63503.6992187500000000000000000 |
(+(sin(-(/(-(*(0.94217681884765625000)(2.35721969604492187500))(3.87782287597656250000))(3.91249465942382812500))(*(X1)(sqrt(X2)))))(X1)) | Numero de nos: 15 | Erro: 41774.9648437500000000000000000 |
(X2) | Numero de nos: 1 | Erro: 38166.1093750000000000000000000 |
(exp(sin(sin(sin(X2))))) | Numero de nos: 5 | Erro: 4520.7705078125000000000000000 |
(exp(X1)) | Numero de nos: 2 | Erro: 3805141.2500000000000000000000000 |
(X2) | Numero de nos: 1 | Erro: 38166.1093750000000000000000000 |
(exp(X2)) | Numero de nos: 2 | Erro: 3805125.7500000000000000000000000 |
(*(0.33529424667358398438)(3.07704544067382812500)) | Numero de nos: 3 | Erro: 2258.5080566406250000000000000 |
(sin(X2)) | Numero de nos: 2 | Erro: 5994.6909179687500000000000000 |
(*(*(X1)(1.17572975158691406250))(X2)) | Numero de nos: 5 | Erro: 397438.8125000000000000000000000 |
(-(*(X2)(exp(X2)))(/(*(X1)(+(2.40018081665039062500)(X2)))(X2))) | Numero de nos: 12 | Erro: 76309136.0000000000000000000000000 |
(-(2.91580963134765625000)(X1)) | Numero de nos: 3 | Erro: 57691.7031250000000000000000000 |
(X1) | Numero de nos: 1 | Erro: 38166.0156250000000000000000000 |
