C17 8
cm42a 28
cm82a 18
cm138a 28
decod 45
f51m 78
majority 11
z4ml 35
9symml 85
alu2 392
alu4 151
cm85a 42
cm151a 36
cm162a 57
cu 59
x2 55
cc 80
frg1 83
pm1 53
sct 91
t481 42
tcon 32
