C17 8
cm42a 31
cm82a 19
cm138a 32
decod 56
f51m 344
majority 11
z4ml 33
9symml 197
alu2 497
cm85a 43
cm151a 45
cm162a 59
cu 63
x2 55
cmb 46
cc 75
frg1 238
pm1 74
sct 92
tcon 43
