C17 8
cm42a 29
cm82a 20
cm138a 27
decod 41
f51m 74
majority 11
z4ml 35
9symml 77
alu2 306
alu4 158
cm85a 42
cm151a 36
cm162a 54
cu 58
x2 51
cc 74
frg1 84
pm1 53
sct 83
t481 43
tcon 36
