/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 10 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 100 	 MUTACAO   : 0.50
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 2: 
(+(*(sqrt(*(+(/(-(x1)(sin(-(sin(-(x1)(/(cos(+(cos(-(x1)(0.33689)))(x1)))(0.21873))))(+(x1)(0.22925)))))(0.87594))(x1))(x1)))(x1))(0.85067)) | Numero de nos: 30 | Erro: 434207234981888.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(cos(*(sin(0.01950))(sin(0.01950))))))) | Numero de nos: 30 | Erro: 434173680549888.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(0.36003)))(/(+(x1)(x1))(/(x1)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434173714104320.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(0.36003)))(/(+(x1)(x1))(/(0.45543)(sin(-(x1)(x1))))))) | Numero de nos: 30 | Erro: 434173680549888.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(x1)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434173747658752.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(x1)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434173747658752.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(x1)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434173747658752.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.33848)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434173412114432.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434173781213184.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(-(sqrt(sin(0.99765)))(x1))))) | Numero de nos: 29 | Erro: 434173747658752.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(+(/(0.86651)(sqrt(0.86651)))(x1)))(x1))) | Numero de nos: 25 | Erro: 434173747658752.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434173781213184.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.92498)(sqrt(x1)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434174351638528.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.92498)(sqrt(x1)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434174351638528.0000000000000000000000000 |
MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.92498)(sqrt(x1)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(x1)(x1))))))) | Numero de nos: 30 | Erro: 434174217420800.0000000000000000000000000 |

POPULACAO FINAL 
(sqrt(-(+(/(x1)(cos(+(+(/(0.92498)(sqrt(x1)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434174351638528.0000000000000000000000000 |
(sqrt(-(+(/(x1)(cos(+(+(/(x1)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(x1)(sin(+(0.79293)(x1))))))) | Numero de nos: 30 | Erro: 434174888509440.0000000000000000000000000 |
(sqrt(-(+(/(x1)(cos(+(+(/(0.92498)(sqrt(x1)))(x1))(*(+(0.92498)(x1))(0.59639)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434175056281600.0000000000000000000000000 |
(sqrt(-(+(/(x1)(cos(+(+(/(0.92498)(sqrt(x1)))(0.81552))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434175257608192.0000000000000000000000000 |
(sqrt(-(+(/(x1)(cos(+(+(/(0.86651)(sqrt(x1)))(x1))(*(+(0.92498)(x1))(0.86651)))))(+(/(0.92498)(sqrt(0.86651)))(x1)))(sin(cos(x1))))) | Numero de nos: 27 | Erro: 434175358271488.0000000000000000000000000 |
(sqrt(-(+(/(0.86651)(cos(+(+(/(x1)(sqrt(0.86651)))(0.68972))(*(+(0.86651)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(0.33848)(x1))))))) | Numero de nos: 30 | Erro: 434175324717056.0000000000000000000000000 |
(sqrt(-(+(/(x1)(cos(+(+(/(x1)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(0.33848))(/(x1)(sin(+(0.79293)(x1))))))) | Numero de nos: 30 | Erro: 434174888509440.0000000000000000000000000 |
(sqrt(-(+(/(x1)(cos(+(+(/(0.92498)(sqrt(x1)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(x1)(x1))))))) | Numero de nos: 30 | Erro: 434174217420800.0000000000000000000000000 |
(sqrt(-(+(/(0.86651)(cos(+(+(/(x1)(sqrt(0.86651)))(x1))(*(+(0.79293)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(x1)(x1))))))) | Numero de nos: 30 | Erro: 434175425380352.0000000000000000000000000 |
(sqrt(-(+(/(x1)(cos(+(+(/(x1)(sqrt(0.86651)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(x1)(sin(+(0.92498)(x1))))))) | Numero de nos: 30 | Erro: 434174888509440.0000000000000000000000000 |

*MELHOR: (sqrt(-(+(/(x1)(cos(+(+(/(0.92498)(sqrt(x1)))(x1))(*(+(0.92498)(x1))(x1)))))(cos(x1)))(/(+(x1)(x1))(/(0.86651)(sin(+(x1)(x1))))))) | Numero de nos: 30 | Erro: 434174217420800.0000000000000000000000000 |

