/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.40
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 7: 
(-(x1)(0.21485)) | Numero de nos: 3 | Erro: 434176935329792.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(0.87188)(*(+(x1)(0.79171))(x1))))(0.44996))(x1))(x1))(*(x1)(+(0.46397)(+(0.44996)(+(0.11649)(*(x1)(*(x1)(0.22288)))))))) | Numero de nos: 29 | Erro: 56444124.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(0.87188)(*(+(x1)(0.79171))(x1))))(0.44996))(x1))(x1))(*(x1)(+(0.22288)(+(0.44996)(+(0.11649)(*(x1)(*(x1)(0.22288)))))))) | Numero de nos: 29 | Erro: 55507344.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(0.87188)(*(+(x1)(0.79171))(x1))))(0.44996))(x1))(x1))(*(x1)(+(0.22288)(+(0.44996)(+(0.11649)(*(x1)(*(x1)(0.22288)))))))) | Numero de nos: 29 | Erro: 55507344.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(0.87188)(*(+(x1)(0.79171))(x1))))(0.44996))(x1))(x1))(*(x1)(+(0.22288)(+(0.44996)(+(0.11649)(*(x1)(*(x1)(0.22288)))))))) | Numero de nos: 29 | Erro: 55507344.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(0.87188)(*(+(x1)(0.79171))(x1))))(0.44996))(x1))(0.87188))(*(x1)(+(0.46397)(+(0.54796)(+(0.11649)(*(x1)(*(x1)(0.22288)))))))) | Numero de nos: 29 | Erro: 52947504.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(0.87188)(*(+(x1)(0.79171))(x1))))(0.44996))(x1))(0.87188))(*(x1)(+(0.46397)(+(0.54796)(+(0.11649)(*(x1)(*(x1)(0.22288)))))))) | Numero de nos: 29 | Erro: 52947504.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(0.87188)(*(+(x1)(0.79171))(x1))))(0.44996))(x1))(0.87188))(*(x1)(+(0.46397)(+(0.54796)(+(0.11649)(*(x1)(*(x1)(0.22288)))))))) | Numero de nos: 29 | Erro: 52947504.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(0.87188)(*(+(x1)(0.79171))(x1))))(0.44996))(x1))(0.86248))(*(x1)(+(0.22288)(+(0.44996)(+(0.11649)(*(x1)(*(x1)(0.22288)))))))) | Numero de nos: 29 | Erro: 51680688.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(x1)(/(0.80636)(/(/(-(x1)(0.06247))(0.77956))(x1))))(0.46397))) | Numero de nos: 27 | Erro: 111338.5937500000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(x1)(/(0.80636)(/(/(-(x1)(0.06247))(0.77956))(x1))))(0.46397))) | Numero de nos: 27 | Erro: 111338.5937500000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(x1)(/(0.80636)(/(/(-(x1)(0.06247))(0.77956))(x1))))(0.79171))) | Numero de nos: 27 | Erro: 5773.1093750000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(x1)(/(0.80636)(/(/(-(x1)(0.06247))(0.77956))(x1))))(0.79171))) | Numero de nos: 27 | Erro: 5773.1093750000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(x1)(/(0.80636)(/(/(-(x1)(0.06247))(0.77956))(x1))))(0.79171))) | Numero de nos: 27 | Erro: 5773.1093750000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(x1)(/(0.80636)(/(/(-(0.06247)(0.06247))(0.77956))(x1))))(0.79171))) | Numero de nos: 27 | Erro: 5769.4497070312500000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(x1)(0.61824))(0.79171))) | Numero de nos: 19 | Erro: 5768.0805664062500000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(x1)(0.61824))(0.79171))) | Numero de nos: 19 | Erro: 5768.0805664062500000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(0.14249))(/(+(0.73739)(/(0.80636)(/(/(0.66146)(0.77053))(x1))))(0.79171))) | Numero de nos: 25 | Erro: 2900.3569335937500000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(/(+(/(0.66146)(0.77053))(/(0.38804)(x1)))(0.79171))) | Numero de nos: 25 | Erro: 20.5330429077148440000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(/(-(0.06247)(0.06247))(0.77956))))(/(+(/(0.66146)(0.77053))(/(0.38804)(x1)))(0.79171))) | Numero de nos: 29 | Erro: 3.2373442649841309000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(+(x1)(0.32939)))(0.73119)) | Numero de nos: 17 | Erro: 0.4286952614784240700000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(+(x1)(/(x1)(/(x1)(0.06247))))(x1))) | Numero de nos: 23 | Erro: 0.0123320287093520160000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(+(x1)(/(x1)(/(x1)(0.06247))))(x1))) | Numero de nos: 23 | Erro: 0.0123320287093520160000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(+(x1)(/(x1)(/(/(-(x1)(0.32939))(0.61418))(0.06247))))(x1))) | Numero de nos: 27 | Erro: 0.0059555713087320328000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(+(x1)(/(x1)(/(/(-(x1)(0.32939))(0.61418))(0.06247))))(x1))) | Numero de nos: 27 | Erro: 0.0059555713087320328000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(+(0.22291)(*(x1)(x1)))(+(0.21180)(*(x1)(x1))))) | Numero de nos: 25 | Erro: 0.0029375387821346521000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(+(0.22291)(*(x1)(x1)))(+(0.21180)(*(x1)(x1))))) | Numero de nos: 25 | Erro: 0.0029375387821346521000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(+(0.22291)(*(x1)(x1)))(+(0.21180)(*(x1)(x1))))) | Numero de nos: 25 | Erro: 0.0029375387821346521000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(*(+(*(x1)(+(x1)(*(x1)(x1))))(x1))(x1))(x1))(/(x1)(x1))) | Numero de nos: 17 | Erro: 0.0000000000000000000000000 |
