/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.40
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 9: 
(*(-(-(+(x1)(0.11014))(+(x1)(-(x1)(/(x1)(+(-(+(/(+(/(x1)(-(0.78484)(x1)))(x1))(x1))(x1))(x1))(x1))))))(0.28434))(x1)) | Numero de nos: 29 | Erro: 434624014581760.0000000000000000000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(x1)(x1))(0.10257))(x1))(x1))(x1))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0535999536514282000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.83230))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0510294437408447000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.98541))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0506582260131836000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.98541))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0506582260131836000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.98541))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0506582260131836000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.98541))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0506582260131836000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.98541))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0506582260131836000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.98541))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0506582260131836000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.98541))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0506582260131836000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(+(/(-(0.10257)(0.98541))(x1))(x1))(x1))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0506582260131836000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(x1))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 27 | Erro: 1.0498244762420654000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416791439056396000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416791439056396000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416791439056396000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416791439056396000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416791439056396000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416791439056396000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416791439056396000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.01282))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416791439056396000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(0.98541))(x1))(-(-(*(-(/(-(0.10257)(0.98541))(*(x1)(0.24384)))(0.00436))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0416741371154785000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.10257))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0382690429687500000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.08106))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0324659347534180000000000 |
MELHOR: (*(-(/(+(x1)(x1))(x1))(-(-(*(-(/(-(x1)(0.98541))(*(x1)(0.00436)))(0.08106))(0.00436))(*(x1)(+(*(x1)(x1))(x1))))(x1)))(x1)) | Numero de nos: 29 | Erro: 1.0324659347534180000000000 |
