65536 3 1
X1 X2 Y

-5 -5 4.03746358615e-18
-5 -4.9609375 4.07895688125e-18
-5 -4.921875 4.12108843173e-18
-5 -4.8828125 4.1638712962e-18
-5 -4.84375 4.20731886635e-18
-5 -4.8046875 4.25144487704e-18
-5 -4.765625 4.29626341691e-18
-5 -4.7265625 4.34178893919e-18
-5 -4.6875 4.38803627306e-18
-5 -4.6484375 4.43502063527e-18
-5 -4.609375 4.48275764233e-18
-5 -4.5703125 4.53126332301e-18
-5 -4.53125 4.58055413136e-18
-5 -4.4921875 4.63064696023e-18
-5 -4.453125 4.6815591552e-18
-5 -4.4140625 4.73330852915e-18
-5 -4.375 4.78591337725e-18
-5 -4.3359375 4.83939249261e-18
-5 -4.296875 4.89376518242e-18
-5 -4.2578125 4.9490512848e-18
-5 -4.21875 5.00527118623e-18
-5 -4.1796875 5.06244583962e-18
-5 -4.140625 5.12059678316e-18
-5 -4.1015625 5.17974615983e-18
-5 -4.0625 5.23991673764e-18
-5 -4.0234375 5.30113193074e-18
-5 -3.984375 5.3634158213e-18
-5 -3.9453125 5.42679318226e-18
-5 -3.90625 5.49128950097e-18
-5 -3.8671875 5.55693100379e-18
-5 -3.828125 5.62374468166e-18
-5 -3.7890625 5.69175831667e-18
-5 -3.75 5.76100050976e-18
-5 -3.7109375 5.8315007095e-18
-5 -3.671875 5.90328924202e-18
-5 -3.6328125 5.97639734221e-18
-5 -3.59375 6.05085718623e-18
-5 -3.5546875 6.12670192526e-18
-5 -3.515625 6.20396572074e-18
-5 -3.4765625 6.28268378109e-18
-5 -3.4375 6.36289239989e-18
-5 -3.3984375 6.44462899577e-18
-5 -3.359375 6.52793215392e-18
-5 -3.3203125 6.61284166943e-18
-5 -3.28125 6.69939859245e-18
-5 -3.2421875 6.78764527529e-18
-5 -3.203125 6.87762542162e-18
-5 -3.1640625 6.96938413777e-18
-5 -3.125 7.06296798628e-18
-5 -3.0859375 7.15842504183e-18
-5 -3.046875 7.25580494965e-18
-5 -3.0078125 7.35515898651e-18
-5 -2.96875 7.45654012447e-18
-5 -2.9296875 7.5600030975e-18
-5 -2.890625 7.66560447109e-18
-5 -2.8515625 7.77340271505e-18
-5 -2.8125 7.88345827968e-18
-5 -2.7734375 7.99583367538e-18
-5 -2.734375 8.11059355599e-18
-5 -2.6953125 8.22780480602e-18
-5 -2.65625 8.34753663191e-18
-5 -2.6171875 8.46986065766e-18
-5 -2.578125 8.59485102495e-18
-5 -2.5390625 8.72258449798e-18
-5 -2.5 8.85314057345e-18
-5 -2.4609375 8.98660159568e-18
-5 -2.421875 9.12305287745e-18
-5 -2.3828125 9.26258282658e-18
-5 -2.34375 9.40528307886e-18
-5 -2.3046875 9.55124863735e-18
-5 -2.265625 9.70057801871e-18
-5 -2.2265625 9.85337340672e-18
-5 -2.1875 1.00097408136e-17
-5 -2.1484375 1.01697902491e-17
-5 -2.109375 1.03336358989e-17
-5 -2.0703125 1.05013963109e-17
-5 -2.03125 1.06731945922e-17
-5 -1.9921875 1.08491586158e-17
-5 -1.953125 1.10294212373e-17
-5 -1.9140625 1.1214120524e-17
-5 -1.875 1.14033999951e-17
-5 -1.8359375 1.15974088748e-17
-5 -1.796875 1.17963023592e-17
-5 -1.7578125 1.20002418961e-17
-5 -1.71875 1.22093954814e-17
-5 -1.6796875 1.24239379699e-17
-5 -1.640625 1.26440514035e-17
-5 -1.6015625 1.28699253573e-17
-5 -1.5625 1.31017573042e-17
-5 -1.5234375 1.33397529995e-17
-5 -1.484375 1.35841268865e-17
-5 -1.4453125 1.38351025247e-17
-5 -1.40625 1.40929130414e-17
-5 -1.3671875 1.43578016088e-17
-5 -1.328125 1.46300219474e-17
-5 -1.2890625 1.49098388575e-17
-5 -1.25 1.51975287813e-17
-5 -1.2109375 1.54933803957e-17
-5 -1.171875 1.57976952399e-17
-5 -1.1328125 1.61107883776e-17
-5 -1.09375 1.64329890975e-17
-5 -1.0546875 1.67646416541e-17
-5 -1.015625 1.71061060505e-17
